pscase_type	pscase_mode	frontier	countmin_search	countmin_mode	BF_steps	runtime
mix_all	false	bpq	dedup	offline	1	1.2307 ± 0.0461
randomE	false	bpq	dedup	blank	3	1.2309 ± 0.0789
mix_all	offline	bpq	npf	blank	1	1.2311 ± 0.0435
randomE	online	bpq	dedup	blank	2	1.2311 ± 0.0480
mix_all	online	bpq	hybrid	offline	2	1.2313 ± 0.0855
mix_gen	offline	bpq	dedup	offline	3	1.2316 ± 0.0855
mix_all	blank	bpq	npf	offline	2	1.2318 ± 0.0472
mix_gen	blank	bpq	hybrid	blank	1	1.2321 ± 0.0628
randomE	blank	bpq	ob	blank	2	1.2322 ± 0.0393
mix_gen	online	bpq	hybrid	offline	1	1.2323 ± 0.0491
mix_gen	blank	bpq	ob	offline	2	1.2324 ± 0.0643
mix_gen	blank	bpq	hybrid	online	3	1.2324 ± 0.0489
randomE	blank	bpq	dedup	online	2	1.2326 ± 0.0555
mix_all	blank	bpq	hybrid	offline	3	1.2328 ± 0.0554
randomE	false	bpq	npf	blank	1	1.2328 ± 0.0774
mix_all	blank	bpq	ob	offline	1	1.2332 ± 0.0460
mix_gen	blank	bpq	ob	offline	0	1.2334 ± 0.0571
mix_all	blank	bpq	hybrid	online	1	1.2334 ± 0.0578
mix_gen	blank	bpq	dedup	blank	0	1.2337 ± 0.0440
mix_gen	blank	bpq	ob	blank	2	1.2338 ± 0.0391
randomE	offline	bpq	dedup	offline	3	1.2341 ± 0.0461
randomE	false	bpq	npf	blank	0	1.2342 ± 0.0859
mix_gen	blank	bpq	ob	online	3	1.2342 ± 0.0476
randomE	online	bpq	npf	blank	0	1.2343 ± 0.0601
randomE	online	bpq	dedup	offline	3	1.2345 ± 0.0566
mix_gen	false	bpq	ob	offline	0	1.2346 ± 0.0229
mix_gen	online	bpq	ob	offline	3	1.2347 ± 0.1049
mix_gen	blank	bpq	dedup	online	3	1.2350 ± 0.0403
mix_gen	online	bpq	npf	online	1	1.2351 ± 0.0264
mix_all	false	bpq	npf	offline	1	1.2351 ± 0.0499
mix_gen	offline	bpq	hybrid	online	1	1.2353 ± 0.0557
mix_gen	online	bpq	ob	blank	3	1.2354 ± 0.1073
mix_all	blank	bpq	ob	offline	2	1.2354 ± 0.0616
mix_all	false	bpq	ob	offline	1	1.2354 ± 0.0548
mix_gen	online	bpq	hybrid	blank	1	1.2355 ± 0.0496
mix_gen	online	bpq	npf	offline	1	1.2356 ± 0.0209
mix_all	blank	bpq	false	false	0	1.2360 ± 0.0912
randomE	blank	bpq	ob	offline	1	1.2361 ± 0.0372
mix_gen	online	bpq	ob	online	3	1.2363 ± 0.1033
mix_all	blank	bpq	npf	online	1	1.2364 ± 0.0604
mix_gen	online	bpq	dedup	offline	1	1.2365 ± 0.0606
mix_all	online	bpq	dedup	online	2	1.2368 ± 0.0589
randomE	false	bpq	ob	blank	0	1.2368 ± 0.0272
mix_gen	offline	bpq	hybrid	online	3	1.2370 ± 0.0755
mix_all	blank	bpq	npf	offline	1	1.2373 ± 0.0577
mix_all	blank	bpq	npf	online	0	1.2374 ± 0.0494
mix_all	blank	bpq	dedup	offline	3	1.2375 ± 0.0424
randomE	false	bpq	dedup	offline	2	1.2377 ± 0.0603
mix_all	blank	bpq	ob	online	1	1.2378 ± 0.0749
